availability,price,product_page_url,rating,title
In stock,£38.73,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,star-rating One,Searching for Meaning in Gailana
In stock,£37.86,https://books.toscrape.com/catalogue/rook_647/index.html,star-rating Four,Rook
In stock,£11.53,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,star-rating Two,My Kitchen Year: 136 Recipes That Saved My Life
In stock,£27.06,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,star-rating One,13 Hours: The Inside Account of What Really Happened In Benghazi
In stock,£13.86,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,star-rating Three,Will You Won't You Want Me?
In stock,£37.55,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,star-rating One,Tipping Point for Planet Earth: How Close Are We to the Edge?
In stock,£32.30,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,star-rating Five,The Star-Touched Queen
In stock,£46.29,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,star-rating Five,The Silent Sister (Riley MacPherson #1)
In stock,£26.20,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,star-rating One,The Midnight Watch: A Novel of the Titanic and the Californian
In stock,£33.26,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,star-rating Two,The Lonely City: Adventures in the Art of Being Alone
In stock,£59.15,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,star-rating Four,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore
In stock,£39.43,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,star-rating One,The Golden Condom: And Other Essays on Love Lost and Found
In stock,£14.44,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,star-rating Five,The Epidemic (The Program 0.6)
In stock,£56.54,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,star-rating Two,The Dinner Party
In stock,£59.90,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,star-rating Three,The Diary of a Young Girl
In stock,£11.88,https://books.toscrape.com/catalogue/the-children_633/index.html,star-rating Three,The Children
In stock,£48.05,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,star-rating Two,Stars Above (The Lunar Chronicles #4.5)
In stock,£21.21,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,star-rating Three,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas
In stock,£49.67,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,star-rating Four,Raspberry Pi Electronics Projects for the Evil Genius
In stock,£43.14,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,star-rating One,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two
In stock,£36.97,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,star-rating Five,Psycho: Sanitarium (Psycho #1.5)
In stock,£26.80,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,star-rating Three,Poisonous (Max Revere Novels #3)
In stock,£15.71,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,star-rating Four,One with You (Crossfire #5)
In stock,£54.65,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,star-rating Four,No Love Allowed (Dodge Cove #1)
In stock,£54.36,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,star-rating Four,Murder at the 42nd Street Library (Raymond Ambler #1)
In stock,£35.28,https://books.toscrape.com/catalogue/most-wanted_623/index.html,star-rating Three,Most Wanted
In stock,£20.55,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,star-rating Two,"Love, Lies and Spies"
In stock,£58.32,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,star-rating Five,How to Speak Golf: An Illustrated Guide to Links Lingo
In stock,£11.84,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,star-rating One,Hide Away (Eve Duncan #20)
In stock,£41.46,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,star-rating Four,Furiously Happy: A Funny Book About Horrible Things
In stock,£20.10,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,star-rating Five,Everyday Italian: 125 Simple and Delicious Recipes
In stock,£56.86,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,star-rating One,Equal Is Unfair: America's Misguided Fight Against Income Inequality
In stock,£56.51,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,star-rating Five,Eleanor & Park
In stock,£40.83,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,star-rating Four,Dirty (Dive Bar #1)
In stock,£48.64,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,star-rating One,Can You Keep a Secret? (Fear Street Relaunch #4)
In stock,£59.48,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,star-rating Three,Boar Island (Anna Pigeon #19)
In stock,£39.01,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,star-rating Four,A Paris Apartment
In stock,£38.77,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,star-rating One,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More"
In stock,£48.39,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,star-rating Two,Troublemaker: Surviving Hollywood and Scientology
In stock,£27.26,https://books.toscrape.com/catalogue/the-widow_609/index.html,star-rating Two,The Widow
In stock,£11.68,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,star-rating Four,"The Sleep Revolution: Transforming Your Life, One Night at a Time"
In stock,£59.45,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,star-rating One,The Improbability of Love
In stock,£21.00,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,star-rating Three,The Art of Startup Fundraising
In stock,£53.98,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,star-rating Three,Take Me Home Tonight (Rock Star Romance #3)
In stock,£48.74,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,star-rating One,Sleeping Giants (Themis Files #1)
In stock,£21.15,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,star-rating Two,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena"
In stock,£13.71,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,star-rating Three,Playing with Fire
In stock,£47.67,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,star-rating Three,Off the Hook (Fishing for Trouble #1)
In stock,£13.34,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,star-rating Two,Mothering Sunday
In stock,£16.89,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,star-rating Five,"Mother, Can You Not?"
In stock,£27.18,https://books.toscrape.com/catalogue/m-train_598/index.html,star-rating One,M Train
In stock,£17.28,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,star-rating Two,Lilac Girls
In stock,£45.14,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,star-rating One,Lies and Other Acts of Love
In stock,£40.85,https://books.toscrape.com/catalogue/lab-girl_595/index.html,star-rating One,Lab Girl
In stock,£20.46,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,star-rating Four,Keep Me Posted
In stock,£56.27,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,star-rating Three,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle
In stock,£48.49,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,star-rating Four,Grey (Fifty Shades #4)
In stock,£51.34,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,star-rating Four,"Exit, Pursued by a Bear"
In stock,£16.34,https://books.toscrape.com/catalogue/daredevils_590/index.html,star-rating Three,Daredevils
In stock,£20.50,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,star-rating Three,Cravings: Recipes for What You Want to Eat
In stock,£21.59,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,star-rating Five,Born for This: How to Find the Work You Were Meant to Do
In stock,£21.36,https://books.toscrape.com/catalogue/arena_587/index.html,star-rating Four,Arena
In stock,£20.88,https://books.toscrape.com/catalogue/adultery_586/index.html,star-rating Five,Adultery
In stock,£19.53,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,star-rating Three,A Mother's Reckoning: Living in the Aftermath of Tragedy
In stock,£14.75,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,star-rating Five,A Gentleman's Position (Society of Gentlemen #3)
In stock,£48.48,https://books.toscrape.com/catalogue/112263_583/index.html,star-rating Three,11/22/63
In stock,£24.57,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,star-rating Two,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
In stock,£49.71,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,star-rating Five,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!
In stock,£48.27,https://books.toscrape.com/catalogue/without-shame_580/index.html,star-rating Five,Without Shame
In stock,£58.05,https://books.toscrape.com/catalogue/watchmen_579/index.html,star-rating Four,Watchmen
In stock,£58.87,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,star-rating Four,Unlimited Intuition Now
In stock,£11.82,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,star-rating Two,Underlying Notes
In stock,£28.03,https://books.toscrape.com/catalogue/the-shack_576/index.html,star-rating One,The Shack
In stock,£44.05,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,star-rating Five,The New Brand You: Your New Image Makes the Sale for You
In stock,£12.34,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,star-rating Four,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York"
In stock,£16.68,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,star-rating Two,The Flowers Lied
In stock,£55.91,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,star-rating One,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality"
In stock,£24.57,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,star-rating Three,The Book of Mormon
In stock,£52.98,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,star-rating Five,The Art and Science of Low Carbohydrate Living
In stock,£54.40,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,star-rating One,The Alien Club
In stock,£54.81,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,star-rating Five,Suzie Snowflake: One beautiful flake (a self-esteem story)
In stock,£25.08,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,star-rating One,Nap-a-Roo
In stock,£10.41,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,star-rating Four,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond"
In stock,£47.44,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,star-rating Two,Modern Day Fables
In stock,£20.91,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,star-rating One,If I Gave You God's Phone Number....: Searching for Spirituality in America
In stock,£33.95,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,star-rating Four,"Fruits Basket, Vol. 9 (Fruits Basket #9)"
In stock,£43.68,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,star-rating Three,Dress Your Family in Corduroy and Denim
In stock,£33.23,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,star-rating One,Don't Forget Steven
In stock,£35.92,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,star-rating Two,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster
In stock,£48.63,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,star-rating Four,Art and Fear: Observations on the Perils (and Rewards) of Artmaking
In stock,£56.63,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,star-rating Three,A Shard of Ice (The Black Symphony Saga #1)
In stock,£50.49,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,star-rating Three,A Hero's Curse (The Unseen Chronicles #1)
In stock,£35.79,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,star-rating Two,23 Degrees South: A Tropical Tale of Changing Whether...
In stock,£34.06,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,star-rating Three,"Zero to One: Notes on Startups, or How to Build the Future"
In stock,£17.76,https://books.toscrape.com/catalogue/why-not-me_554/index.html,star-rating One,Why Not Me?
In stock,£39.36,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,star-rating Two,When Breath Becomes Air
In stock,£36.94,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,star-rating Two,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel
In stock,£43.62,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,star-rating Five,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1)
In stock,£43.02,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,star-rating Three,The New Drawing on the Right Side of the Brain
In stock,£28.45,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,star-rating Four,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer"
In stock,£41.39,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,star-rating Two,The Martian (The Martian #1)
In stock,£51.15,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,star-rating One,The High Mountains of Portugal
In stock,£35.88,https://books.toscrape.com/catalogue/the-grownup_546/index.html,star-rating One,The Grownup
In stock,£36.91,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,star-rating One,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It
In stock,£28.93,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,star-rating One,South of Sunshine
In stock,£38.89,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,star-rating Five,Smarter Faster Better: The Secrets of Being Productive in Life and Business
In stock,£58.33,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,star-rating Three,Silence in the Dark (Logan Point #4)
In stock,£39.67,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,star-rating Five,Shadows of the Past (Logan Point #1)
In stock,£14.10,https://books.toscrape.com/catalogue/roller-girl_540/index.html,star-rating Five,Roller Girl
In stock,£21.82,https://books.toscrape.com/catalogue/rising-strong_539/index.html,star-rating Three,Rising Strong
In stock,£54.21,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,star-rating One,Proofs of God: Classical Arguments from Tertullian to Barth
In stock,£31.19,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,star-rating Four,Please Kill Me: The Uncensored Oral History of Punk
In stock,£53.64,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,star-rating Five,Out of Print: City Lights Spotlight No. 14
In stock,£36.39,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,star-rating Five,My Life Next Door (My Life Next Door )
In stock,£58.54,https://books.toscrape.com/catalogue/millers-valley_534/index.html,star-rating Two,Miller's Valley
In stock,£29.48,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,star-rating Three,Man's Search for Meaning
In stock,£25.06,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,star-rating Two,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations"
In stock,£12.55,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,star-rating Three,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want
In stock,£29.04,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,star-rating Five,Les Fleurs du Mal
In stock,£40.72,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,star-rating Two,Left Behind (Left Behind #1)
In stock,£45.05,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,star-rating Five,Kill 'Em and Leave: Searching for James Brown and the American Soul
In stock,£47.13,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,star-rating One,Kierkegaard: A Christian Missionary to Christians
In stock,£20.22,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,star-rating Four,John Vassos: Industrial Design for Modern Life
In stock,£56.48,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,star-rating One,I'll Give You the Sun
In stock,£44.21,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,star-rating One,I Will Find You
In stock,£21.96,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,star-rating Four,Hystopia: A Novel
In stock,£40.45,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,star-rating Two,Howl and Other Poems
In stock,£10.29,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,star-rating Four,History of Beauty
In stock,£52.86,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,star-rating Two,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
In stock,£55.65,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,star-rating Five,Future Shock (Future Shock #1)
In stock,£43.64,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,star-rating One,Ender's Game (The Ender Quintet #1)
In stock,£28.41,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,star-rating One,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World
In stock,£37.51,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,star-rating Four,Death by Leisure: A Cautionary Tale
In stock,£11.45,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,star-rating Three,Brilliant Beacons: A History of the American Lighthouse
In stock,£19.22,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,star-rating Two,Brazen: The Courage to Find the You That's Been Hiding
In stock,£56.91,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,star-rating Four,Between the World and Me
In stock,£55.06,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,star-rating Four,Being Mortal: Medicine and What Matters in the End
In stock,£13.20,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,star-rating Three,"A Murder Over a Girl: Justice, Gender, Junior High"
In stock,£53.63,https://books.toscrape.com/catalogue/32-yolks_510/index.html,star-rating Two,32 Yolks
In stock,£44.48,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,star-rating Five,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination"
In stock,£12.08,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,star-rating Three,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life
In stock,£22.14,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,star-rating Two,Wildlife of New York: A Five-Borough Coloring Book
In stock,£25.37,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,star-rating Five,What Happened on Beale Street (Secrets of the South Mysteries #2)
In stock,£46.33,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,star-rating Two,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain
In stock,£37.33,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,star-rating Three,Under the Tuscan Sun
In stock,£25.55,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,star-rating One,Toddlers Are A**holes: It's Not Your Fault
In stock,£34.72,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,star-rating One,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible
In stock,£35.96,https://books.toscrape.com/catalogue/the-whale_501/index.html,star-rating Four,The Whale
In stock,£41.14,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,star-rating Four,The Story of Art
In stock,£10.01,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,star-rating Four,The Origin of Species
In stock,£36.05,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,star-rating Four,The Great Gatsby
In stock,£49.03,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,star-rating Three,The Good Girl
In stock,£16.24,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,star-rating One,The Glass Castle
In stock,£39.55,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,star-rating One,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist
In stock,£35.67,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,star-rating Three,The Drowning Girls
In stock,£16.62,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,star-rating Three,The Constant Princess (The Tudor Court #1)
In stock,£42.78,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,star-rating Four,The Bourne Identity (Jason Bourne #1)
In stock,£52.30,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,star-rating Five,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)
In stock,£32.34,https://books.toscrape.com/catalogue/the-art-book_490/index.html,star-rating Two,The Art Book
In stock,£33.17,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,star-rating Four,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
In stock,£20.12,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,star-rating Five,Team of Rivals: The Political Genius of Abraham Lincoln
In stock,£20.90,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,star-rating Two,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
In stock,£20.90,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,star-rating Three,"Sit, Stay, Love"
In stock,£40.20,https://books.toscrape.com/catalogue/sister-dear_485/index.html,star-rating Four,Sister Dear
In stock,£52.87,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,star-rating Three,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly"
In stock,£51.74,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,star-rating One,"Rich Dad, Poor Dad"
In stock,£34.41,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,star-rating Two,Raymie Nightingale
In stock,£32.38,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,star-rating One,Playing from the Heart
In stock,£50.35,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,star-rating Four,Nightstruck: A Novel
In stock,£11.38,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,star-rating Five,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories"
In stock,£43.58,https://books.toscrape.com/catalogue/meternity_478/index.html,star-rating Three,Meternity
In stock,£49.67,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,star-rating Three,Memoirs of a Geisha
In stock,£28.77,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,star-rating Two,Like Never Before (Walker Family #2)
In stock,£13.22,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,star-rating Four,Life of Pi
In stock,£51.17,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,star-rating Five,Leave This Song Behind: Teen Poetry at Its Best
In stock,£39.61,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,star-rating Five,King's Folly (The Kinsman Chronicles #1)
In stock,£57.43,https://books.toscrape.com/catalogue/john-adams_472/index.html,star-rating Four,John Adams
In stock,£46.01,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,star-rating Four,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything)
In stock,£28.25,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,star-rating Two,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking
In stock,£37.05,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,star-rating Five,Good in Bed (Cannie Shapiro #1)
In stock,£19.57,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,star-rating One,"Fruits Basket, Vol. 7 (Fruits Basket #7)"
In stock,£45.13,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,star-rating Three,For the Love: Fighting for Grace in a World of Impossible Standards
